trade_id,when,action,spec_key,tickers,industry,dir,z_entry,mu,sd,hl_days,time_stop_days,notional,entry_when,entry_cost,commission,half_spread,slippage,total_cost,leg_shares,exit_reason,days_held,z_exit,s_z_entry,s_z_exit,crossed_zero,stop_dir_hit,gross_trade_pnl,net_trade_pnl,exit_cost,round_trip_cost
3,2025-01-14,ENTER,KDP|MNST,"['KDP', 'MNST']",ConsumerStaples_Beverages,1,-2.1345186016851536,12.359830077042629,0.04373712031215405,,0,174607.28404810722,2025-01-14,61.08619948706813,4.360790446241114,21.80395223120557,34.921456809621446,61.08619948706813,KDP:2231;MNST:2129,,,,,,,,,,,
1,2025-01-23,ENTER,BP|OXY,"['BP', 'OXY']",Energy,1,-2.4112433525675496,-0.23794132515065167,0.025519630616363996,,0,269353.25196099194,2025-01-23,97.9631827070771,7.348755385813116,36.74377692906558,53.87065039219839,97.9631827070771,BP:-4876;OXY:2472,,,,,,,,,,,
2,2025-02-04,ENTER,DUK|SO,"['DUK', 'SO']",Utilities,1,-2.604888189357722,-2.6523020476962182,0.016922112522508984,,0,445371.86324596073,2025-02-04,117.30740872393865,4.705506012457751,23.527530062288758,89.07437264919214,117.30740872393865,DUK:-2243;SO:2462,,,,,,,,,,,
1,2025-02-05,EXIT,BP|OXY,"['BP', 'OXY']",Energy,1,-2.4112433525675496,-0.23794132515065167,0.025519630616363996,5.855637799242182,24,269353.25196099194,2025-01-23,97.9631827070771,7.348755385813116,36.74377692906558,53.87065039219839,97.9631827070771,BP:-4876;OXY:2472,hard_stop,9.0,-5.070249263858911,-2.4112433525675496,-5.070249263858911,False,True,-8090.16943359375,-8286.095799007904,97.9631827070771,195.9263654141542
4,2025-02-18,ENTER,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-4.494770345828415,0.7287149963148583,0.015348477186337446,,0,369578.7740373964,2025-02-18,97.1704189908214,3.8757773638903545,19.378886819451772,73.91575480747927,97.1704189908214,AEP:-678;DUK:1530;NEE:350;SO:-1315,,,,,,,,,,,
6,2025-02-18,ENTER,DUK|EXC|NEE|SO,"['DUK', 'EXC', 'NEE', 'SO']",Utilities,1,-3.945574395761903,0.630685113530431,0.011190766359205143,,0,574559.8827047617,2025-02-18,154.7312172964318,6.636540125913239,33.18270062956619,114.91197654095237,154.7312172964318,DUK:2190;EXC:-569;NEE:870;SO:-3006,,,,,,,,,,,
2,2025-02-18,EXIT,DUK|SO,"['DUK', 'SO']",Utilities,1,-2.604888189357722,-2.6523020476962182,0.016922112522508984,6.826114248211627,28,445371.86324596073,2025-02-04,117.30740872393865,4.705506012457751,23.527530062288758,89.07437264919214,117.30740872393865,DUK:-2243;SO:2462,band,9.0,0.1071370876847251,-2.604888189357722,0.1071370876847251,True,False,9334.56640625,9099.951588802123,117.30740872393865,234.6148174478773
5,2025-02-20,ENTER,AEP|DUK|SO,"['AEP', 'DUK', 'SO']",Utilities,1,-2.6254607824296863,0.7853918421404895,0.04424357351990606,,0,163694.97214332147,2025-02-20,42.25050812641062,1.5852522829577211,7.9262614147886055,32.7389944286643,42.25050812641062,AEP:-513;DUK:743;SO:-328,,,,,,,,,,,
3,2025-02-21,EXIT,KDP|MNST,"['KDP', 'MNST']",ConsumerStaples_Beverages,1,-2.1345186016851536,12.359830077042629,0.04373712031215405,7.509351875767704,31,174607.28404810722,2025-01-14,61.08619948706813,4.360790446241114,21.80395223120557,34.921456809621446,61.08619948706813,KDP:2231;MNST:2129,band,26.0,0.4484375569369466,-2.1345186016851536,0.4484375569369466,True,False,12501.09375,12378.921351025863,61.08619948706813,122.17239897413626
5,2025-03-12,EXIT,AEP|DUK|SO,"['AEP', 'DUK', 'SO']",Utilities,1,-2.6254607824296863,0.7853918421404895,0.04424357351990606,5.850650899791218,24,163694.97214332147,2025-02-20,42.25050812641062,1.5852522829577211,7.9262614147886055,32.7389944286643,42.25050812641062,AEP:-513;DUK:743;SO:-328,band,14.0,-0.2894869550850996,-2.6254607824296863,-0.2894869550850996,False,False,2965.400146484375,2880.899130231554,42.25050812641062,84.50101625282124
7,2025-03-13,ENTER,AAL|DAL|JBLU|LUV,"['AAL', 'DAL', 'JBLU', 'LUV']",Airlines,1,-2.9452759958351056,-1.3904669990643024,0.048029345676551774,,0,218567.2386686664,2025-03-13,102.77161051864529,10.71066870386171,53.55334351930855,38.507598295475034,102.77161051864529,AAL:-2336;DAL:1187;JBLU:4155;LUV:-3031,,,,,,,,,,,
6,2025-03-13,EXIT,DUK|EXC|NEE|SO,"['DUK', 'EXC', 'NEE', 'SO']",Utilities,1,-3.945574395761903,0.630685113530431,0.011190766359205143,4.167131146968087,17,574559.8827047617,2025-02-18,154.7312172964318,6.636540125913239,33.18270062956619,114.91197654095237,154.7312172964318,DUK:2190;EXC:-569;NEE:870;SO:-3006,time_stop,17.0,-1.2180624843177852,-3.945574395761903,-1.2180624843177852,False,False,8147.23828125,7837.775846657137,154.7312172964318,309.4624345928636
4,2025-03-14,EXIT,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-4.494770345828415,0.7287149963148583,0.015348477186337446,4.486506242589656,18,369578.7740373964,2025-02-18,97.1704189908214,3.8757773638903545,19.378886819451772,73.91575480747927,97.1704189908214,AEP:-678;DUK:1530;NEE:350;SO:-1315,band,18.0,-0.20256279439624003,-4.494770345828415,-0.20256279439624003,False,False,7764.91845703125,7570.577619049607,97.1704189908214,194.3408379816428
8,2025-03-17,ENTER,AAL|DAL|LUV,"['AAL', 'DAL', 'LUV']",Airlines,1,-2.281093116675972,-1.4944143812780193,0.05914032525503022,,0,252507.22682365903,2025-03-17,74.6249234871915,6.334887311572026,31.674436557860133,36.61559961775933,74.6249234871915,AAL:-1841;DAL:1314;LUV:-3178,,,,,,,,,,,
9,2025-03-20,ENTER,AAL|JBLU|LUV|UAL,"['AAL', 'JBLU', 'LUV', 'UAL']",Airlines,-1,3.307299922680373,12.14610913358269,0.1940441248407824,,0,52443.35528754374,2025-03-20,26.347714187223488,2.6431738549524573,13.215869274762285,10.488671057508746,26.347714187223488,AAL:-343;JBLU:1165;LUV:-1038;UAL:96,,,,,,,,,,,
7,2025-03-21,EXIT,AAL|DAL|JBLU|LUV,"['AAL', 'DAL', 'JBLU', 'LUV']",Airlines,1,-2.9452759958351056,-1.3904669990643024,0.048029345676551774,6.611212585151382,27,218567.2386686664,2025-03-13,102.77161051864529,10.71066870386171,53.55334351930855,38.507598295475034,102.77161051864529,AAL:-2336;DAL:1187;JBLU:4155;LUV:-3031,hard_stop,6.0,-5.070715130787215,-2.9452759958351056,-5.070715130787215,False,True,-10089.173828125,-10294.717049162291,102.77161051864529,205.54322103729058
8,2025-04-04,EXIT,AAL|DAL|LUV,"['AAL', 'DAL', 'LUV']",Airlines,1,-2.281093116675972,-1.4944143812780193,0.05914032525503022,8.014383494407216,33,252507.22682365903,2025-03-17,74.6249234871915,6.334887311572026,31.674436557860133,36.61559961775933,74.6249234871915,AAL:-1841;DAL:1314;LUV:-3178,band,14.0,-0.35083710425485326,-2.281093116675972,-0.35083710425485326,False,False,10506.9931640625,10357.743317088118,74.6249234871915,149.249846974383
9,2025-04-04,EXIT,AAL|JBLU|LUV|UAL,"['AAL', 'JBLU', 'LUV', 'UAL']",Airlines,-1,3.307299922680373,12.14610913358269,0.1940441248407824,5.802508894843105,24,52443.35528754374,2025-03-20,26.347714187223488,2.6431738549524573,13.215869274762285,10.488671057508746,26.347714187223488,AAL:-343;JBLU:1165;LUV:-1038;UAL:96,band,11.0,-1.394620726559577,-3.307299922680373,1.394620726559577,True,False,5734.36474609375,5681.669317719303,26.347714187223488,52.695428374446976
11,2025-04-09,ENTER,BAC|C|GS|JPM,"['BAC', 'C', 'GS', 'JPM']",Banks,1,-1.7832715568968742,-0.24237212426117738,0.01967986181211615,,0,342378.52065953484,2025-04-09,84.07865949800279,2.600492561015971,13.002462805079857,68.47570413190697,84.07865949800279,BAC:-1251;C:500;GS:240;JPM:-607,,,,,,,,,,,
10,2025-04-14,ENTER,BAC|GS|JPM,"['BAC', 'GS', 'JPM']",Banks,1,-2.614451271929079,-0.1258145845756613,0.018974322332248064,,0,328882.4368204556,2025-04-14,78.76999084852588,2.165583914072458,10.82791957036229,65.77648736409112,78.76999084852588,BAC:-1285;GS:289;JPM:-590,,,,,,,,,,,
11,2025-05-05,EXIT,BAC|C|GS|JPM,"['BAC', 'C', 'GS', 'JPM']",Banks,1,-1.7832715568968742,-0.24237212426117738,0.01967986181211615,4.103452728503469,17,342378.52065953484,2025-04-09,84.07865949800279,2.600492561015971,13.002462805079857,68.47570413190697,84.07865949800279,BAC:-1251;C:500;GS:240;JPM:-607,time_stop,17.0,-2.6393859782006523,-1.7832715568968742,-2.6393859782006523,False,False,-2482.5263671875,-2650.6836861835054,84.07865949800279,168.15731899600559
10,2025-05-15,EXIT,BAC|GS|JPM,"['BAC', 'GS', 'JPM']",Banks,1,-2.614451271929079,-0.1258145845756613,0.018974322332248064,5.3062912966474824,22,328882.4368204556,2025-04-14,78.76999084852588,2.165583914072458,10.82791957036229,65.77648736409112,78.76999084852588,BAC:-1285;GS:289;JPM:-590,time_stop,22.0,-1.8547461574740467,-2.614451271929079,-1.8547461574740467,False,False,2957.244140625,2799.7041589279484,78.76999084852588,157.53998169705176
15,2025-06-27,ENTER,AEP|DUK|EXC|NEE|SO,"['AEP', 'DUK', 'EXC', 'NEE', 'SO']",Utilities,1,-1.688046392229438,0.13152033944196173,0.011908551480631222,,0,458315.43340107764,2025-06-27,123.18434713565225,5.2535434092394535,26.26771704619727,91.66308668021553,123.18434713565225,AEP:-660;DUK:1329;EXC:987;NEE:513;SO:-1762,,,,,,,,,,,
17,2025-07-08,ENTER,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-2.5245380290984727,0.21305820995334024,0.014647554374469232,,0,423751.7464506459,2025-07-08,109.52998072300647,4.129938572146214,20.649692860731072,84.75034929012918,109.52998072300647,AEP:-668;DUK:1755;NEE:111;SO:-1593,,,,,,,,,,,
12,2025-07-09,ENTER,AEP|DUK|SO,"['AEP', 'DUK', 'SO']",Utilities,1,-2.3578290346582826,0.13956083733229496,0.017043810057974527,,0,352626.1247532733,2025-07-09,90.70315727617624,3.362988720920262,16.814943604601307,70.52522495065467,90.70315727617624,AEP:-671;DUK:1496;SO:-1195,,,,,,,,,,,
13,2025-07-09,ENTER,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-2.378171794841242,0.27072074862427575,0.016245226320922172,,0,360273.1543879524,2025-07-09,92.73685289574091,3.447037003025071,17.235185015125357,72.05463087759048,92.73685289574091,AEP:-660;DUK:1524;NEE:31;SO:-1231,,,,,,,,,,,
16,2025-07-09,ENTER,AEP|DUK|EXC|SO,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,-2.27261343615169,0.28798967326588576,0.015726324868610843,,0,430375.8446525312,2025-07-09,111.95283071689545,4.312943631064868,21.56471815532434,86.07516893050624,111.95283071689545,AEP:-498;DUK:1836;EXC:-313;SO:-1663,,,,,,,,,,,
14,2025-07-10,ENTER,AEP|DUK|EXC|SO,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,-2.5618098587553,0.4199887975116572,0.01623572462200778,,0,400035.7720975439,2025-07-10,103.79690270988301,3.964958048395706,19.82479024197853,80.00715441950878,103.79690270988301,AEP:-456;DUK:1708;EXC:-298;SO:-1501,,,,,,,,,,,
18,2025-07-18,ENTER,EXC|NEE|SO,"['EXC', 'NEE', 'SO']",Utilities,1,-2.0602621591133885,-1.0949214689754323,0.015660835763689363,,0,435212.4054082531,2025-07-18,125.02000204157102,6.329586826653399,31.647934133266997,87.04248108165062,125.02000204157102,EXC:2692;NEE:1120;SO:-2516,,,,,,,,,,,
15,2025-07-21,EXIT,AEP|DUK|EXC|NEE|SO,"['AEP', 'DUK', 'EXC', 'NEE', 'SO']",Utilities,1,-1.688046392229438,0.13152033944196173,0.011908551480631222,3.509812126068871,15,458315.43340107764,2025-06-27,123.18434713565225,5.2535434092394535,26.26771704619727,91.66308668021553,123.18434713565225,AEP:-660;DUK:1329;EXC:987;NEE:513;SO:-1762,time_stop,15.0,-3.45956975215783,-1.688046392229438,-3.45956975215783,False,False,-3458.839111328125,-3705.2078055994293,123.18434713565225,246.3686942713045
17,2025-07-31,EXIT,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-2.5245380290984727,0.21305820995334024,0.014647554374469232,4.1323803484312105,17,423751.7464506459,2025-07-08,109.52998072300647,4.129938572146214,20.649692860731072,84.75034929012918,109.52998072300647,AEP:-668;DUK:1755;NEE:111;SO:-1593,time_stop,17.0,-3.435584304481823,-2.5245380290984727,-3.435584304481823,False,False,-2059.8916015625,-2278.951563008513,109.52998072300647,219.05996144601295
19,2025-08-04,ENTER,DUK|EXC|NEE,"['DUK', 'EXC', 'NEE']",Utilities,-1,3.186444484625305,10.260877847497948,0.07271757254617445,,0,104587.61182611102,2025-08-04,29.075854024697186,1.3597219432458298,6.79860971622915,20.917522365222204,29.075854024697186,DUK:-501;EXC:682;NEE:175,,,,,,,,,,,
12,2025-08-04,EXIT,AEP|DUK|SO,"['AEP', 'DUK', 'SO']",Utilities,1,-2.3578290346582826,0.13956083733229496,0.017043810057974527,4.4848965210541385,18,352626.1247532733,2025-07-09,90.70315727617624,3.362988720920262,16.814943604601307,70.52522495065467,90.70315727617624,AEP:-671;DUK:1496;SO:-1195,time_stop,18.0,-2.9576998258676928,-2.3578290346582826,-2.9576998258676928,False,False,-1232.845703125,-1414.2520176773526,90.70315727617624,181.40631455235248
13,2025-08-04,EXIT,AEP|DUK|NEE|SO,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,-2.378171794841242,0.27072074862427575,0.016245226320922172,4.373938353543605,18,360273.1543879524,2025-07-09,92.73685289574091,3.447037003025071,17.235185015125357,72.05463087759048,92.73685289574091,AEP:-660;DUK:1524;NEE:31;SO:-1231,time_stop,18.0,-2.9635994104326606,-2.378171794841242,-2.9635994104326606,False,False,-1176.755126953125,-1362.2288327446067,92.73685289574091,185.47370579148182
16,2025-08-04,EXIT,AEP|DUK|EXC|SO,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,-2.27261343615169,0.28798967326588576,0.015726324868610843,4.421329538002186,18,430375.8446525312,2025-07-09,111.95283071689545,4.312943631064868,21.56471815532434,86.07516893050624,111.95283071689545,AEP:-498;DUK:1836;EXC:-313;SO:-1663,time_stop,18.0,-2.107991072457637,-2.27261343615169,-2.107991072457637,False,False,368.939453125,145.0337916912091,111.95283071689545,223.9056614337909
14,2025-08-05,EXIT,AEP|DUK|EXC|SO,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,-2.5618098587553,0.4199887975116572,0.01623572462200778,4.687891359819691,19,400035.7720975439,2025-07-10,103.79690270988301,3.964958048395706,19.82479024197853,80.00715441950878,103.79690270988301,AEP:-456;DUK:1708;EXC:-298;SO:-1501,band,18.0,-0.5645934864717638,-2.5618098587553,-0.5645934864717638,False,False,4621.8544921875,4414.260686767734,103.79690270988301,207.59380541976603
20,2025-08-07,ENTER,AEP|DUK|EXC,"['AEP', 'DUK', 'EXC']",Utilities,-1,2.672671294026411,11.214004716016209,0.06329210834072221,,0,119550.57370692365,2025-08-07,31.22998886660816,1.2199790208705705,6.0998951043528535,23.910114741384735,31.22998886660816,AEP:218;DUK:-623;EXC:377,,,,,,,,,,,
22,2025-08-07,ENTER,DUK|EXC|SO,"['DUK', 'EXC', 'SO']",Utilities,-1,2.5354664126536535,3.0557005551036163,0.02447388588382217,,0,347152.8794151578,2025-08-07,91.66680144629838,3.706037593877802,18.530187969389008,69.43057588303157,91.66680144629838,DUK:-1590;EXC:1041;SO:1074,,,,,,,,,,,
21,2025-08-12,ENTER,KDP|KO|MNST|STZ,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,-1,2.562761543998918,0.7633784845823781,0.16912188664146321,,0,48168.29951113297,2025-08-12,15.596435006779148,0.9937958507587584,4.968979253793792,9.633659902226597,15.596435006779148,KDP:-638;KO:266;MNST:-72;STZ:16,,,,,,,,,,,
23,2025-08-12,ENTER,KDP|KO|MNST|PEP,"['KDP', 'KO', 'MNST', 'PEP']",ConsumerStaples_Beverages,1,-2.329256689816167,-8.655245198335756,0.05723011701817653,,0,158378.19852235875,2025-08-12,43.02992838010715,1.8923814459392345,9.461907229696173,31.675639704471745,43.02992838010715,KDP:127;KO:82;MNST:-1185;PEP:-497,,,,,,,,,,,
18,2025-08-18,EXIT,EXC|NEE|SO,"['EXC', 'NEE', 'SO']",Utilities,1,-2.0602621591133885,-1.0949214689754323,0.015660835763689363,5.075175021504095,21,435212.4054082531,2025-07-18,125.02000204157102,6.329586826653399,31.647934133266997,87.04248108165062,125.02000204157102,EXC:2692;NEE:1120;SO:-2516,time_stop,21.0,-1.0689223577033737,-2.0602621591133885,-1.0689223577033737,False,False,3673.638427734375,3423.598423651233,125.02000204157102,250.04000408314204
21,2025-08-25,EXIT,KDP|KO|MNST|STZ,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,-1,2.562761543998918,0.7633784845823781,0.16912188664146321,5.06271100584352,21,48168.29951113297,2025-08-12,15.596435006779148,0.9937958507587584,4.968979253793792,9.633659902226597,15.596435006779148,KDP:-638;KO:266;MNST:-72;STZ:16,band,9.0,-1.699661402517443,-2.562761543998918,1.699661402517443,True,False,1897.8232421875,1866.6303721739416,15.596435006779148,31.192870013558295
19,2025-09-04,EXIT,DUK|EXC|NEE,"['DUK', 'EXC', 'NEE']",Utilities,-1,3.186444484625305,10.260877847497948,0.07271757254617445,5.310433208854112,22,104587.61182611102,2025-08-04,29.075854024697186,1.3597219432458298,6.79860971622915,20.917522365222204,29.075854024697186,DUK:-501;EXC:682;NEE:175,time_stop,22.0,2.859317675980179,-3.186444484625305,-2.859317675980179,False,False,298.616943359375,240.46523530998064,29.075854024697186,58.15170804939437
25,2025-09-08,ENTER,KDP|KO|STZ,"['KDP', 'KO', 'STZ']",ConsumerStaples_Beverages,1,-5.226331518174587,-4.126870666470134,0.08815994616509248,,0,51156.88138402389,2025-09-08,17.797293682146226,1.2609862342235743,6.304931171117872,10.231376276804777,17.797293682146226,KDP:927;KO:-289;STZ:-43,,,,,,,,,,,
24,2025-09-09,ENTER,KDP|KO|MNST|STZ,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,1,-3.154701096256797,-7.736493818205377,0.11445402297520371,,0,50940.06062334689,2025-09-09,17.048773529851545,1.1434602341970272,5.717301170985136,10.188012124669381,17.048773529851545,KDP:713;KO:-337;MNST:58;STZ:-34,,,,,,,,,,,
25,2025-09-09,EXIT,KDP|KO|STZ,"['KDP', 'KO', 'STZ']",ConsumerStaples_Beverages,1,-5.226331518174587,-4.126870666470134,0.08815994616509248,6.407813857307378,26,51156.88138402389,2025-09-08,17.797293682146226,1.2609862342235743,6.304931171117872,10.231376276804777,17.797293682146226,KDP:927;KO:-289;STZ:-43,hard_stop,1.0,-5.469874060044492,-5.226331518174587,-5.469874060044492,False,True,-136.87982177734375,-172.47440914163622,17.797293682146226,35.59458736429245
22,2025-09-10,EXIT,DUK|EXC|SO,"['DUK', 'EXC', 'SO']",Utilities,-1,2.5354664126536535,3.0557005551036163,0.02447388588382217,5.724630929992691,23,347152.8794151578,2025-08-07,91.66680144629838,3.706037593877802,18.530187969389008,69.43057588303157,91.66680144629838,DUK:-1590;EXC:1041;SO:1074,time_stop,23.0,2.3772930034814035,-2.5354664126536535,-2.3772930034814035,False,False,406.65234375,223.31874085740324,91.66680144629838,183.33360289259676
26,2025-09-16,ENTER,COP|OXY|XOM,"['COP', 'OXY', 'XOM']",Energy,1,-2.710629144482596,-1.1220493954612885,0.04087486635600969,,0,288657.0924820838,2025-09-16,79.85705348469351,3.687605831379457,18.438029156897286,57.731418496416765,79.85705348469351,COP:1365;OXY:-1595;XOM:-727,,,,,,,,,,,
20,2025-09-17,EXIT,AEP|DUK|EXC,"['AEP', 'DUK', 'EXC']",Utilities,-1,2.672671294026411,11.214004716016209,0.06329210834072221,6.9522579587457365,28,119550.57370692365,2025-08-07,31.22998886660816,1.2199790208705705,6.0998951043528535,23.910114741384735,31.22998886660816,AEP:218;DUK:-623;EXC:377,time_stop,28.0,2.2510165343447084,-2.672671294026411,-2.2510165343447084,False,False,463.0716552734375,400.6116775402212,31.22998886660816,62.45997773321632
23,2025-09-26,EXIT,KDP|KO|MNST|PEP,"['KDP', 'KO', 'MNST', 'PEP']",ConsumerStaples_Beverages,1,-2.329256689816167,-8.655245198335756,0.05723011701817653,9.238462531830072,37,158378.19852235875,2025-08-12,43.02992838010715,1.8923814459392345,9.461907229696173,31.675639704471745,43.02992838010715,KDP:127;KO:82;MNST:-1185;PEP:-497,end_of_window,32.0,-2.5030872643635527,-2.329256689816167,-2.5030872643635527,False,False,-583.99365234375,-670.0535091039643,43.02992838010715,86.0598567602143
24,2025-09-26,EXIT,KDP|KO|MNST|STZ,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,1,-3.154701096256797,-7.736493818205377,0.11445402297520371,5.408520435734208,22,50940.06062334689,2025-09-09,17.048773529851545,1.1434602341970272,5.717301170985136,10.188012124669381,17.048773529851545,KDP:713;KO:-337;MNST:58;STZ:-34,end_of_window,13.0,-3.5109273757698105,-3.154701096256797,-3.5109273757698105,False,False,-185.90670776367188,-220.00425482337496,17.048773529851545,34.09754705970309
26,2025-09-26,EXIT,COP|OXY|XOM,"['COP', 'OXY', 'XOM']",Energy,1,-2.710629144482596,-1.1220493954612885,0.04087486635600969,7.026001776548583,29,288657.0924820838,2025-09-16,79.85705348469351,3.687605831379457,18.438029156897286,57.731418496416765,79.85705348469351,COP:1365;OXY:-1595;XOM:-727,end_of_window,8.0,-1.5644024680111916,-2.710629144482596,-1.5644024680111916,False,False,3994.8935546875,3835.179447718113,79.85705348469351,159.71410696938702
