trade_id,entry_when,exit_when,tickers,industry,dir,leg_shares,z_entry,z_exit,s_z_entry,s_z_exit,crossed_zero,stop_dir_hit,mu,sd,hl_days,time_stop_days,days_held,exit_reason,notional,entry_cost,exit_cost,round_trip_cost,gross_trade_pnl,net_trade_pnl
1,2025-01-23,2025-02-05,"['BP', 'OXY']",Energy,1,BP:-4876;OXY:2472,-2.4112433525675496,-5.070249263858911,-2.4112433525675496,-5.070249263858911,False,True,-0.23794132515065167,0.025519630616363996,5.855637799242182,24,9.0,hard_stop,269353.25196099194,97.9631827070771,97.9631827070771,195.9263654141542,-8090.16943359375,-8286.095799007904
2,2025-02-04,2025-02-18,"['DUK', 'SO']",Utilities,1,DUK:-2243;SO:2462,-2.604888189357722,0.1071370876847251,-2.604888189357722,0.1071370876847251,True,False,-2.6523020476962182,0.016922112522508984,6.826114248211627,28,9.0,band,445371.86324596073,117.30740872393865,117.30740872393865,234.6148174478773,9334.56640625,9099.951588802123
3,2025-01-14,2025-02-21,"['KDP', 'MNST']",ConsumerStaples_Beverages,1,KDP:2231;MNST:2129,-2.1345186016851536,0.4484375569369466,-2.1345186016851536,0.4484375569369466,True,False,12.359830077042629,0.04373712031215405,7.509351875767704,31,26.0,band,174607.28404810722,61.08619948706813,61.08619948706813,122.17239897413626,12501.09375,12378.921351025863
5,2025-02-20,2025-03-12,"['AEP', 'DUK', 'SO']",Utilities,1,AEP:-513;DUK:743;SO:-328,-2.6254607824296863,-0.2894869550850996,-2.6254607824296863,-0.2894869550850996,False,False,0.7853918421404895,0.04424357351990606,5.850650899791218,24,14.0,band,163694.97214332147,42.25050812641062,42.25050812641062,84.50101625282124,2965.400146484375,2880.899130231554
6,2025-02-18,2025-03-13,"['DUK', 'EXC', 'NEE', 'SO']",Utilities,1,DUK:2190;EXC:-569;NEE:870;SO:-3006,-3.945574395761903,-1.2180624843177852,-3.945574395761903,-1.2180624843177852,False,False,0.630685113530431,0.011190766359205143,4.167131146968087,17,17.0,time_stop,574559.8827047617,154.7312172964318,154.7312172964318,309.4624345928636,8147.23828125,7837.775846657137
4,2025-02-18,2025-03-14,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,AEP:-678;DUK:1530;NEE:350;SO:-1315,-4.494770345828415,-0.20256279439624003,-4.494770345828415,-0.20256279439624003,False,False,0.7287149963148583,0.015348477186337446,4.486506242589656,18,18.0,band,369578.7740373964,97.1704189908214,97.1704189908214,194.3408379816428,7764.91845703125,7570.577619049607
7,2025-03-13,2025-03-21,"['AAL', 'DAL', 'JBLU', 'LUV']",Airlines,1,AAL:-2336;DAL:1187;JBLU:4155;LUV:-3031,-2.9452759958351056,-5.070715130787215,-2.9452759958351056,-5.070715130787215,False,True,-1.3904669990643024,0.048029345676551774,6.611212585151382,27,6.0,hard_stop,218567.2386686664,102.77161051864529,102.77161051864529,205.54322103729058,-10089.173828125,-10294.717049162291
8,2025-03-17,2025-04-04,"['AAL', 'DAL', 'LUV']",Airlines,1,AAL:-1841;DAL:1314;LUV:-3178,-2.281093116675972,-0.35083710425485326,-2.281093116675972,-0.35083710425485326,False,False,-1.4944143812780193,0.05914032525503022,8.014383494407216,33,14.0,band,252507.22682365903,74.6249234871915,74.6249234871915,149.249846974383,10506.9931640625,10357.743317088118
9,2025-03-20,2025-04-04,"['AAL', 'JBLU', 'LUV', 'UAL']",Airlines,-1,AAL:-343;JBLU:1165;LUV:-1038;UAL:96,3.307299922680373,-1.394620726559577,-3.307299922680373,1.394620726559577,True,False,12.14610913358269,0.1940441248407824,5.802508894843105,24,11.0,band,52443.35528754374,26.347714187223488,26.347714187223488,52.695428374446976,5734.36474609375,5681.669317719303
11,2025-04-09,2025-05-05,"['BAC', 'C', 'GS', 'JPM']",Banks,1,BAC:-1251;C:500;GS:240;JPM:-607,-1.7832715568968742,-2.6393859782006523,-1.7832715568968742,-2.6393859782006523,False,False,-0.24237212426117738,0.01967986181211615,4.103452728503469,17,17.0,time_stop,342378.52065953484,84.07865949800279,84.07865949800279,168.15731899600559,-2482.5263671875,-2650.6836861835054
10,2025-04-14,2025-05-15,"['BAC', 'GS', 'JPM']",Banks,1,BAC:-1285;GS:289;JPM:-590,-2.614451271929079,-1.8547461574740467,-2.614451271929079,-1.8547461574740467,False,False,-0.1258145845756613,0.018974322332248064,5.3062912966474824,22,22.0,time_stop,328882.4368204556,78.76999084852588,78.76999084852588,157.53998169705176,2957.244140625,2799.7041589279484
15,2025-06-27,2025-07-21,"['AEP', 'DUK', 'EXC', 'NEE', 'SO']",Utilities,1,AEP:-660;DUK:1329;EXC:987;NEE:513;SO:-1762,-1.688046392229438,-3.45956975215783,-1.688046392229438,-3.45956975215783,False,False,0.13152033944196173,0.011908551480631222,3.509812126068871,15,15.0,time_stop,458315.43340107764,123.18434713565225,123.18434713565225,246.3686942713045,-3458.839111328125,-3705.2078055994293
17,2025-07-08,2025-07-31,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,AEP:-668;DUK:1755;NEE:111;SO:-1593,-2.5245380290984727,-3.435584304481823,-2.5245380290984727,-3.435584304481823,False,False,0.21305820995334024,0.014647554374469232,4.1323803484312105,17,17.0,time_stop,423751.7464506459,109.52998072300647,109.52998072300647,219.05996144601295,-2059.8916015625,-2278.951563008513
12,2025-07-09,2025-08-04,"['AEP', 'DUK', 'SO']",Utilities,1,AEP:-671;DUK:1496;SO:-1195,-2.3578290346582826,-2.9576998258676928,-2.3578290346582826,-2.9576998258676928,False,False,0.13956083733229496,0.017043810057974527,4.4848965210541385,18,18.0,time_stop,352626.1247532733,90.70315727617624,90.70315727617624,181.40631455235248,-1232.845703125,-1414.2520176773526
13,2025-07-09,2025-08-04,"['AEP', 'DUK', 'NEE', 'SO']",Utilities,1,AEP:-660;DUK:1524;NEE:31;SO:-1231,-2.378171794841242,-2.9635994104326606,-2.378171794841242,-2.9635994104326606,False,False,0.27072074862427575,0.016245226320922172,4.373938353543605,18,18.0,time_stop,360273.1543879524,92.73685289574091,92.73685289574091,185.47370579148182,-1176.755126953125,-1362.2288327446067
16,2025-07-09,2025-08-04,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,AEP:-498;DUK:1836;EXC:-313;SO:-1663,-2.27261343615169,-2.107991072457637,-2.27261343615169,-2.107991072457637,False,False,0.28798967326588576,0.015726324868610843,4.421329538002186,18,18.0,time_stop,430375.8446525312,111.95283071689545,111.95283071689545,223.9056614337909,368.939453125,145.0337916912091
14,2025-07-10,2025-08-05,"['AEP', 'DUK', 'EXC', 'SO']",Utilities,1,AEP:-456;DUK:1708;EXC:-298;SO:-1501,-2.5618098587553,-0.5645934864717638,-2.5618098587553,-0.5645934864717638,False,False,0.4199887975116572,0.01623572462200778,4.687891359819691,19,18.0,band,400035.7720975439,103.79690270988301,103.79690270988301,207.59380541976603,4621.8544921875,4414.260686767734
18,2025-07-18,2025-08-18,"['EXC', 'NEE', 'SO']",Utilities,1,EXC:2692;NEE:1120;SO:-2516,-2.0602621591133885,-1.0689223577033737,-2.0602621591133885,-1.0689223577033737,False,False,-1.0949214689754323,0.015660835763689363,5.075175021504095,21,21.0,time_stop,435212.4054082531,125.02000204157102,125.02000204157102,250.04000408314204,3673.638427734375,3423.598423651233
21,2025-08-12,2025-08-25,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,-1,KDP:-638;KO:266;MNST:-72;STZ:16,2.562761543998918,-1.699661402517443,-2.562761543998918,1.699661402517443,True,False,0.7633784845823781,0.16912188664146321,5.06271100584352,21,9.0,band,48168.29951113297,15.596435006779148,15.596435006779148,31.192870013558295,1897.8232421875,1866.6303721739416
19,2025-08-04,2025-09-04,"['DUK', 'EXC', 'NEE']",Utilities,-1,DUK:-501;EXC:682;NEE:175,3.186444484625305,2.859317675980179,-3.186444484625305,-2.859317675980179,False,False,10.260877847497948,0.07271757254617445,5.310433208854112,22,22.0,time_stop,104587.61182611102,29.075854024697186,29.075854024697186,58.15170804939437,298.616943359375,240.46523530998064
25,2025-09-08,2025-09-09,"['KDP', 'KO', 'STZ']",ConsumerStaples_Beverages,1,KDP:927;KO:-289;STZ:-43,-5.226331518174587,-5.469874060044492,-5.226331518174587,-5.469874060044492,False,True,-4.126870666470134,0.08815994616509248,6.407813857307378,26,1.0,hard_stop,51156.88138402389,17.797293682146226,17.797293682146226,35.59458736429245,-136.87982177734375,-172.47440914163622
22,2025-08-07,2025-09-10,"['DUK', 'EXC', 'SO']",Utilities,-1,DUK:-1590;EXC:1041;SO:1074,2.5354664126536535,2.3772930034814035,-2.5354664126536535,-2.3772930034814035,False,False,3.0557005551036163,0.02447388588382217,5.724630929992691,23,23.0,time_stop,347152.8794151578,91.66680144629838,91.66680144629838,183.33360289259676,406.65234375,223.31874085740324
20,2025-08-07,2025-09-17,"['AEP', 'DUK', 'EXC']",Utilities,-1,AEP:218;DUK:-623;EXC:377,2.672671294026411,2.2510165343447084,-2.672671294026411,-2.2510165343447084,False,False,11.214004716016209,0.06329210834072221,6.9522579587457365,28,28.0,time_stop,119550.57370692365,31.22998886660816,31.22998886660816,62.45997773321632,463.0716552734375,400.6116775402212
23,2025-08-12,2025-09-26,"['KDP', 'KO', 'MNST', 'PEP']",ConsumerStaples_Beverages,1,KDP:127;KO:82;MNST:-1185;PEP:-497,-2.329256689816167,-2.5030872643635527,-2.329256689816167,-2.5030872643635527,False,False,-8.655245198335756,0.05723011701817653,9.238462531830072,37,32.0,end_of_window,158378.19852235875,43.02992838010715,43.02992838010715,86.0598567602143,-583.99365234375,-670.0535091039643
24,2025-09-09,2025-09-26,"['KDP', 'KO', 'MNST', 'STZ']",ConsumerStaples_Beverages,1,KDP:713;KO:-337;MNST:58;STZ:-34,-3.154701096256797,-3.5109273757698105,-3.154701096256797,-3.5109273757698105,False,False,-7.736493818205377,0.11445402297520371,5.408520435734208,22,13.0,end_of_window,50940.06062334689,17.048773529851545,17.048773529851545,34.09754705970309,-185.90670776367188,-220.00425482337496
26,2025-09-16,2025-09-26,"['COP', 'OXY', 'XOM']",Energy,1,COP:1365;OXY:-1595;XOM:-727,-2.710629144482596,-1.5644024680111916,-2.710629144482596,-1.5644024680111916,False,False,-1.1220493954612885,0.04087486635600969,7.026001776548583,29,8.0,end_of_window,288657.0924820838,79.85705348469351,79.85705348469351,159.71410696938702,3994.8935546875,3835.179447718113
